Epoch [1/50], Train Loss: 0.0162, Val Loss: 0.0154, Val R2: 0.7735
Epoch [2/50], Train Loss: 0.0157, Val Loss: 0.0153, Val R2: 0.7744
Epoch [3/50], Train Loss: 0.0157, Val Loss: 0.0152, Val R2: 0.7751
Epoch [4/50], Train Loss: 0.0156, Val Loss: 0.0152, Val R2: 0.7752
Epoch [5/50], Train Loss: 0.0156, Val Loss: 0.0152, Val R2: 0.7754
Epoch [6/50], Train Loss: 0.0156, Val Loss: 0.0152, Val R2: 0.7755
Epoch [7/50], Train Loss: 0.0156, Val Loss: 0.0152, Val R2: 0.7756
Epoch [8/50], Train Loss: 0.0157, Val Loss: 0.0152, Val R2: 0.7756
Epoch [9/50], Train Loss: 0.0156, Val Loss: 0.0152, Val R2: 0.7756
Epoch [10/50], Train Loss: 0.0155, Val Loss: 0.0152, Val R2: 0.7756
Epoch [11/50], Train Loss: 0.0156, Val Loss: 0.0152, Val R2: 0.7756
Epoch [12/50], Train Loss: 0.0155, Val Loss: 0.0152, Val R2: 0.7756
Epoch [13/50], Train Loss: 0.0155, Val Loss: 0.0152, Val R2: 0.7757
Epoch [14/50], Train Loss: 0.0155, Val Loss: 0.0152, Val R2: 0.7757
Epoch [15/50], Train Loss: 0.0155, Val Loss: 0.0152, Val R2: 0.7757
Epoch [16/50], Train Loss: 0.0155, Val Loss: 0.0152, Val R2: 0.7757
Epoch [17/50], Train Loss: 0.0155, Val Loss: 0.0152, Val R2: 0.7757
Epoch [18/50], Train Loss: 0.0156, Val Loss: 0.0152, Val R2: 0.7757
Epoch [19/50], Train Loss: 0.0155, Val Loss: 0.0152, Val R2: 0.7759
Epoch [20/50], Train Loss: 0.0155, Val Loss: 0.0152, Val R2: 0.7758
Epoch [21/50], Train Loss: 0.0154, Val Loss: 0.0152, Val R2: 0.7758
Epoch [22/50], Train Loss: 0.0154, Val Loss: 0.0152, Val R2: 0.7759
Epoch [23/50], Train Loss: 0.0155, Val Loss: 0.0152, Val R2: 0.7760
Epoch [24/50], Train Loss: 0.0154, Val Loss: 0.0152, Val R2: 0.7759
Epoch [25/50], Train Loss: 0.0155, Val Loss: 0.0152, Val R2: 0.7760
Epoch [26/50], Train Loss: 0.0155, Val Loss: 0.0152, Val R2: 0.7761
Epoch [27/50], Train Loss: 0.0154, Val Loss: 0.0152, Val R2: 0.7761
Epoch [28/50], Train Loss: 0.0154, Val Loss: 0.0152, Val R2: 0.7761
Epoch [29/50], Train Loss: 0.0155, Val Loss: 0.0152, Val R2: 0.7761
Epoch [30/50], Train Loss: 0.0155, Val Loss: 0.0152, Val R2: 0.7761
Epoch [31/50], Train Loss: 0.0154, Val Loss: 0.0152, Val R2: 0.7761
Epoch [32/50], Train Loss: 0.0154, Val Loss: 0.0152, Val R2: 0.7761
Epoch [33/50], Train Loss: 0.0154, Val Loss: 0.0152, Val R2: 0.7761
Epoch [34/50], Train Loss: 0.0154, Val Loss: 0.0152, Val R2: 0.7761
Epoch [35/50], Train Loss: 0.0154, Val Loss: 0.0152, Val R2: 0.7761
Epoch [36/50], Train Loss: 0.0154, Val Loss: 0.0152, Val R2: 0.7761
Epoch [37/50], Train Loss: 0.0155, Val Loss: 0.0152, Val R2: 0.7761
Epoch [38/50], Train Loss: 0.0155, Val Loss: 0.0152, Val R2: 0.7761
Epoch [39/50], Train Loss: 0.0155, Val Loss: 0.0152, Val R2: 0.7760
Epoch [40/50], Train Loss: 0.0155, Val Loss: 0.0152, Val R2: 0.7758
Epoch [41/50], Train Loss: 0.0154, Val Loss: 0.0152, Val R2: 0.7760
Epoch [42/50], Train Loss: 0.0154, Val Loss: 0.0152, Val R2: 0.7761
Epoch [43/50], Train Loss: 0.0154, Val Loss: 0.0152, Val R2: 0.7761
Epoch [44/50], Train Loss: 0.0154, Val Loss: 0.0152, Val R2: 0.7761
Epoch [45/50], Train Loss: 0.0154, Val Loss: 0.0152, Val R2: 0.7762
Epoch [46/50], Train Loss: 0.0153, Val Loss: 0.0152, Val R2: 0.7762
Epoch [47/50], Train Loss: 0.0154, Val Loss: 0.0152, Val R2: 0.7762
Epoch [48/50], Train Loss: 0.0153, Val Loss: 0.0152, Val R2: 0.7762
Epoch [49/50], Train Loss: 0.0154, Val Loss: 0.0152, Val R2: 0.7762
Epoch [50/50], Train Loss: 0.0154, Val Loss: 0.0152, Val R2: 0.7762
