Epoch [1/50], Train Loss: 0.0179, Val Loss: 0.0164, Val R2: 0.7682
Epoch [2/50], Train Loss: 0.0172, Val Loss: 0.0162, Val R2: 0.7713
Epoch [3/50], Train Loss: 0.0171, Val Loss: 0.0161, Val R2: 0.7726
Epoch [4/50], Train Loss: 0.0167, Val Loss: 0.0160, Val R2: 0.7734
Epoch [5/50], Train Loss: 0.0167, Val Loss: 0.0160, Val R2: 0.7741
Epoch [6/50], Train Loss: 0.0167, Val Loss: 0.0159, Val R2: 0.7745
Epoch [7/50], Train Loss: 0.0166, Val Loss: 0.0159, Val R2: 0.7747
Epoch [8/50], Train Loss: 0.0166, Val Loss: 0.0159, Val R2: 0.7748
Epoch [9/50], Train Loss: 0.0166, Val Loss: 0.0159, Val R2: 0.7749
Epoch [10/50], Train Loss: 0.0165, Val Loss: 0.0159, Val R2: 0.7749
Epoch [11/50], Train Loss: 0.0165, Val Loss: 0.0159, Val R2: 0.7749
Epoch [12/50], Train Loss: 0.0166, Val Loss: 0.0159, Val R2: 0.7749
Epoch [13/50], Train Loss: 0.0165, Val Loss: 0.0159, Val R2: 0.7750
Epoch [14/50], Train Loss: 0.0166, Val Loss: 0.0159, Val R2: 0.7751
Epoch [15/50], Train Loss: 0.0165, Val Loss: 0.0159, Val R2: 0.7752
Epoch [16/50], Train Loss: 0.0165, Val Loss: 0.0159, Val R2: 0.7754
Epoch [17/50], Train Loss: 0.0165, Val Loss: 0.0159, Val R2: 0.7757
Epoch [18/50], Train Loss: 0.0165, Val Loss: 0.0159, Val R2: 0.7757
Epoch [19/50], Train Loss: 0.0164, Val Loss: 0.0158, Val R2: 0.7761
Epoch [20/50], Train Loss: 0.0164, Val Loss: 0.0158, Val R2: 0.7762
Epoch [21/50], Train Loss: 0.0163, Val Loss: 0.0158, Val R2: 0.7762
Epoch [22/50], Train Loss: 0.0164, Val Loss: 0.0158, Val R2: 0.7767
Epoch [23/50], Train Loss: 0.0163, Val Loss: 0.0158, Val R2: 0.7767
Epoch [24/50], Train Loss: 0.0163, Val Loss: 0.0158, Val R2: 0.7771
Epoch [25/50], Train Loss: 0.0163, Val Loss: 0.0158, Val R2: 0.7771
Epoch [26/50], Train Loss: 0.0163, Val Loss: 0.0157, Val R2: 0.7773
Epoch [27/50], Train Loss: 0.0162, Val Loss: 0.0157, Val R2: 0.7773
Epoch [28/50], Train Loss: 0.0163, Val Loss: 0.0157, Val R2: 0.7774
Epoch [29/50], Train Loss: 0.0162, Val Loss: 0.0157, Val R2: 0.7774
Epoch [30/50], Train Loss: 0.0162, Val Loss: 0.0157, Val R2: 0.7774
Epoch [31/50], Train Loss: 0.0161, Val Loss: 0.0157, Val R2: 0.7774
Epoch [32/50], Train Loss: 0.0162, Val Loss: 0.0157, Val R2: 0.7774
Epoch [33/50], Train Loss: 0.0162, Val Loss: 0.0157, Val R2: 0.7775
Epoch [34/50], Train Loss: 0.0161, Val Loss: 0.0157, Val R2: 0.7774
Epoch [35/50], Train Loss: 0.0162, Val Loss: 0.0157, Val R2: 0.7773
Epoch [36/50], Train Loss: 0.0162, Val Loss: 0.0157, Val R2: 0.7775
Epoch [37/50], Train Loss: 0.0162, Val Loss: 0.0157, Val R2: 0.7775
Epoch [38/50], Train Loss: 0.0161, Val Loss: 0.0157, Val R2: 0.7777
Epoch [39/50], Train Loss: 0.0163, Val Loss: 0.0157, Val R2: 0.7780
Epoch [40/50], Train Loss: 0.0161, Val Loss: 0.0158, Val R2: 0.7772
Epoch [41/50], Train Loss: 0.0161, Val Loss: 0.0157, Val R2: 0.7779
Epoch [42/50], Train Loss: 0.0162, Val Loss: 0.0157, Val R2: 0.7779
Epoch [43/50], Train Loss: 0.0160, Val Loss: 0.0157, Val R2: 0.7780
Epoch [44/50], Train Loss: 0.0161, Val Loss: 0.0157, Val R2: 0.7784
Epoch [45/50], Train Loss: 0.0160, Val Loss: 0.0157, Val R2: 0.7783
Epoch [46/50], Train Loss: 0.0160, Val Loss: 0.0157, Val R2: 0.7783
Epoch [47/50], Train Loss: 0.0160, Val Loss: 0.0157, Val R2: 0.7786
Epoch [48/50], Train Loss: 0.0160, Val Loss: 0.0157, Val R2: 0.7786
Epoch [49/50], Train Loss: 0.0160, Val Loss: 0.0156, Val R2: 0.7786
Epoch [50/50], Train Loss: 0.0160, Val Loss: 0.0156, Val R2: 0.7786
