Epoch [1/50], Train Loss: 0.0180, Val Loss: 0.0168, Val R2: 0.7628
Epoch [2/50], Train Loss: 0.0173, Val Loss: 0.0165, Val R2: 0.7658
Epoch [3/50], Train Loss: 0.0172, Val Loss: 0.0165, Val R2: 0.7670
Epoch [4/50], Train Loss: 0.0169, Val Loss: 0.0164, Val R2: 0.7677
Epoch [5/50], Train Loss: 0.0168, Val Loss: 0.0164, Val R2: 0.7684
Epoch [6/50], Train Loss: 0.0168, Val Loss: 0.0163, Val R2: 0.7686
Epoch [7/50], Train Loss: 0.0167, Val Loss: 0.0163, Val R2: 0.7688
Epoch [8/50], Train Loss: 0.0168, Val Loss: 0.0163, Val R2: 0.7690
Epoch [9/50], Train Loss: 0.0168, Val Loss: 0.0163, Val R2: 0.7690
Epoch [10/50], Train Loss: 0.0167, Val Loss: 0.0163, Val R2: 0.7691
Epoch [11/50], Train Loss: 0.0167, Val Loss: 0.0163, Val R2: 0.7691
Epoch [12/50], Train Loss: 0.0167, Val Loss: 0.0163, Val R2: 0.7691
Epoch [13/50], Train Loss: 0.0166, Val Loss: 0.0163, Val R2: 0.7691
Epoch [14/50], Train Loss: 0.0167, Val Loss: 0.0163, Val R2: 0.7692
Epoch [15/50], Train Loss: 0.0166, Val Loss: 0.0163, Val R2: 0.7693
Epoch [16/50], Train Loss: 0.0166, Val Loss: 0.0163, Val R2: 0.7695
Epoch [17/50], Train Loss: 0.0166, Val Loss: 0.0163, Val R2: 0.7697
Epoch [18/50], Train Loss: 0.0166, Val Loss: 0.0162, Val R2: 0.7699
Epoch [19/50], Train Loss: 0.0165, Val Loss: 0.0162, Val R2: 0.7703
Epoch [20/50], Train Loss: 0.0166, Val Loss: 0.0162, Val R2: 0.7704
Epoch [21/50], Train Loss: 0.0164, Val Loss: 0.0162, Val R2: 0.7705
Epoch [22/50], Train Loss: 0.0165, Val Loss: 0.0162, Val R2: 0.7708
Epoch [23/50], Train Loss: 0.0164, Val Loss: 0.0162, Val R2: 0.7709
Epoch [24/50], Train Loss: 0.0164, Val Loss: 0.0162, Val R2: 0.7712
Epoch [25/50], Train Loss: 0.0164, Val Loss: 0.0161, Val R2: 0.7714
Epoch [26/50], Train Loss: 0.0164, Val Loss: 0.0161, Val R2: 0.7716
Epoch [27/50], Train Loss: 0.0163, Val Loss: 0.0161, Val R2: 0.7716
Epoch [28/50], Train Loss: 0.0164, Val Loss: 0.0161, Val R2: 0.7717
Epoch [29/50], Train Loss: 0.0164, Val Loss: 0.0161, Val R2: 0.7717
Epoch [30/50], Train Loss: 0.0163, Val Loss: 0.0161, Val R2: 0.7717
Epoch [31/50], Train Loss: 0.0163, Val Loss: 0.0161, Val R2: 0.7717
Epoch [32/50], Train Loss: 0.0164, Val Loss: 0.0161, Val R2: 0.7717
Epoch [33/50], Train Loss: 0.0163, Val Loss: 0.0161, Val R2: 0.7718
Epoch [34/50], Train Loss: 0.0163, Val Loss: 0.0161, Val R2: 0.7717
Epoch [35/50], Train Loss: 0.0163, Val Loss: 0.0161, Val R2: 0.7716
Epoch [36/50], Train Loss: 0.0163, Val Loss: 0.0161, Val R2: 0.7718
Epoch [37/50], Train Loss: 0.0163, Val Loss: 0.0161, Val R2: 0.7719
Epoch [38/50], Train Loss: 0.0163, Val Loss: 0.0161, Val R2: 0.7719
Epoch [39/50], Train Loss: 0.0164, Val Loss: 0.0161, Val R2: 0.7723
Epoch [40/50], Train Loss: 0.0162, Val Loss: 0.0161, Val R2: 0.7717
Epoch [41/50], Train Loss: 0.0162, Val Loss: 0.0161, Val R2: 0.7723
Epoch [42/50], Train Loss: 0.0163, Val Loss: 0.0161, Val R2: 0.7726
Epoch [43/50], Train Loss: 0.0162, Val Loss: 0.0160, Val R2: 0.7729
Epoch [44/50], Train Loss: 0.0162, Val Loss: 0.0160, Val R2: 0.7730
Epoch [45/50], Train Loss: 0.0161, Val Loss: 0.0160, Val R2: 0.7729
Epoch [46/50], Train Loss: 0.0162, Val Loss: 0.0160, Val R2: 0.7731
Epoch [47/50], Train Loss: 0.0161, Val Loss: 0.0160, Val R2: 0.7732
Epoch [48/50], Train Loss: 0.0161, Val Loss: 0.0160, Val R2: 0.7732
Epoch [49/50], Train Loss: 0.0161, Val Loss: 0.0160, Val R2: 0.7732
Epoch [50/50], Train Loss: 0.0161, Val Loss: 0.0160, Val R2: 0.7733
