Epoch [1/50], Train Loss: 0.0172, Val Loss: 0.0162, Val R2: 0.7645
Epoch [2/50], Train Loss: 0.0165, Val Loss: 0.0159, Val R2: 0.7686
Epoch [3/50], Train Loss: 0.0164, Val Loss: 0.0159, Val R2: 0.7695
Epoch [4/50], Train Loss: 0.0162, Val Loss: 0.0158, Val R2: 0.7701
Epoch [5/50], Train Loss: 0.0162, Val Loss: 0.0158, Val R2: 0.7709
Epoch [6/50], Train Loss: 0.0161, Val Loss: 0.0158, Val R2: 0.7711
Epoch [7/50], Train Loss: 0.0162, Val Loss: 0.0157, Val R2: 0.7713
Epoch [8/50], Train Loss: 0.0161, Val Loss: 0.0157, Val R2: 0.7714
Epoch [9/50], Train Loss: 0.0160, Val Loss: 0.0157, Val R2: 0.7715
Epoch [10/50], Train Loss: 0.0161, Val Loss: 0.0157, Val R2: 0.7715
Epoch [11/50], Train Loss: 0.0161, Val Loss: 0.0157, Val R2: 0.7715
Epoch [12/50], Train Loss: 0.0160, Val Loss: 0.0157, Val R2: 0.7715
Epoch [13/50], Train Loss: 0.0161, Val Loss: 0.0157, Val R2: 0.7715
Epoch [14/50], Train Loss: 0.0160, Val Loss: 0.0157, Val R2: 0.7715
Epoch [15/50], Train Loss: 0.0160, Val Loss: 0.0157, Val R2: 0.7717
Epoch [16/50], Train Loss: 0.0161, Val Loss: 0.0157, Val R2: 0.7718
Epoch [17/50], Train Loss: 0.0160, Val Loss: 0.0157, Val R2: 0.7721
Epoch [18/50], Train Loss: 0.0160, Val Loss: 0.0157, Val R2: 0.7721
Epoch [19/50], Train Loss: 0.0160, Val Loss: 0.0157, Val R2: 0.7723
Epoch [20/50], Train Loss: 0.0159, Val Loss: 0.0157, Val R2: 0.7725
Epoch [21/50], Train Loss: 0.0160, Val Loss: 0.0157, Val R2: 0.7725
Epoch [22/50], Train Loss: 0.0159, Val Loss: 0.0156, Val R2: 0.7726
Epoch [23/50], Train Loss: 0.0159, Val Loss: 0.0156, Val R2: 0.7729
Epoch [24/50], Train Loss: 0.0159, Val Loss: 0.0156, Val R2: 0.7730
Epoch [25/50], Train Loss: 0.0158, Val Loss: 0.0156, Val R2: 0.7729
Epoch [26/50], Train Loss: 0.0158, Val Loss: 0.0156, Val R2: 0.7732
Epoch [27/50], Train Loss: 0.0159, Val Loss: 0.0156, Val R2: 0.7732
Epoch [28/50], Train Loss: 0.0158, Val Loss: 0.0156, Val R2: 0.7733
Epoch [29/50], Train Loss: 0.0158, Val Loss: 0.0156, Val R2: 0.7733
Epoch [30/50], Train Loss: 0.0158, Val Loss: 0.0156, Val R2: 0.7733
Epoch [31/50], Train Loss: 0.0158, Val Loss: 0.0156, Val R2: 0.7733
Epoch [32/50], Train Loss: 0.0158, Val Loss: 0.0156, Val R2: 0.7733
Epoch [33/50], Train Loss: 0.0158, Val Loss: 0.0156, Val R2: 0.7733
Epoch [34/50], Train Loss: 0.0159, Val Loss: 0.0156, Val R2: 0.7733
Epoch [35/50], Train Loss: 0.0158, Val Loss: 0.0156, Val R2: 0.7733
Epoch [36/50], Train Loss: 0.0158, Val Loss: 0.0156, Val R2: 0.7732
Epoch [37/50], Train Loss: 0.0158, Val Loss: 0.0156, Val R2: 0.7733
Epoch [38/50], Train Loss: 0.0158, Val Loss: 0.0156, Val R2: 0.7734
Epoch [39/50], Train Loss: 0.0158, Val Loss: 0.0156, Val R2: 0.7734
Epoch [40/50], Train Loss: 0.0159, Val Loss: 0.0156, Val R2: 0.7735
Epoch [41/50], Train Loss: 0.0158, Val Loss: 0.0156, Val R2: 0.7735
Epoch [42/50], Train Loss: 0.0157, Val Loss: 0.0156, Val R2: 0.7739
Epoch [43/50], Train Loss: 0.0158, Val Loss: 0.0156, Val R2: 0.7739
Epoch [44/50], Train Loss: 0.0157, Val Loss: 0.0156, Val R2: 0.7740
Epoch [45/50], Train Loss: 0.0157, Val Loss: 0.0156, Val R2: 0.7740
Epoch [46/50], Train Loss: 0.0159, Val Loss: 0.0155, Val R2: 0.7742
Epoch [47/50], Train Loss: 0.0157, Val Loss: 0.0155, Val R2: 0.7741
Epoch [48/50], Train Loss: 0.0157, Val Loss: 0.0155, Val R2: 0.7742
Epoch [49/50], Train Loss: 0.0156, Val Loss: 0.0155, Val R2: 0.7742
Epoch [50/50], Train Loss: 0.0156, Val Loss: 0.0155, Val R2: 0.7742
