Epoch [1/50], Train Loss: 0.0180, Val Loss: 0.0171, Val R2: 0.7539
Epoch [2/50], Train Loss: 0.0172, Val Loss: 0.0168, Val R2: 0.7568
Epoch [3/50], Train Loss: 0.0171, Val Loss: 0.0168, Val R2: 0.7578
Epoch [4/50], Train Loss: 0.0168, Val Loss: 0.0167, Val R2: 0.7586
Epoch [5/50], Train Loss: 0.0169, Val Loss: 0.0167, Val R2: 0.7592
Epoch [6/50], Train Loss: 0.0168, Val Loss: 0.0166, Val R2: 0.7596
Epoch [7/50], Train Loss: 0.0168, Val Loss: 0.0166, Val R2: 0.7597
Epoch [8/50], Train Loss: 0.0168, Val Loss: 0.0166, Val R2: 0.7599
Epoch [9/50], Train Loss: 0.0167, Val Loss: 0.0166, Val R2: 0.7599
Epoch [10/50], Train Loss: 0.0167, Val Loss: 0.0166, Val R2: 0.7599
Epoch [11/50], Train Loss: 0.0167, Val Loss: 0.0166, Val R2: 0.7599
Epoch [12/50], Train Loss: 0.0168, Val Loss: 0.0166, Val R2: 0.7600
Epoch [13/50], Train Loss: 0.0167, Val Loss: 0.0166, Val R2: 0.7600
Epoch [14/50], Train Loss: 0.0167, Val Loss: 0.0166, Val R2: 0.7601
Epoch [15/50], Train Loss: 0.0166, Val Loss: 0.0166, Val R2: 0.7603
Epoch [16/50], Train Loss: 0.0167, Val Loss: 0.0166, Val R2: 0.7604
Epoch [17/50], Train Loss: 0.0167, Val Loss: 0.0166, Val R2: 0.7606
Epoch [18/50], Train Loss: 0.0166, Val Loss: 0.0165, Val R2: 0.7611
Epoch [19/50], Train Loss: 0.0165, Val Loss: 0.0165, Val R2: 0.7609
Epoch [20/50], Train Loss: 0.0166, Val Loss: 0.0165, Val R2: 0.7612
Epoch [21/50], Train Loss: 0.0165, Val Loss: 0.0165, Val R2: 0.7618
Epoch [22/50], Train Loss: 0.0165, Val Loss: 0.0165, Val R2: 0.7617
Epoch [23/50], Train Loss: 0.0164, Val Loss: 0.0165, Val R2: 0.7623
Epoch [24/50], Train Loss: 0.0165, Val Loss: 0.0165, Val R2: 0.7622
Epoch [25/50], Train Loss: 0.0164, Val Loss: 0.0164, Val R2: 0.7624
Epoch [26/50], Train Loss: 0.0164, Val Loss: 0.0164, Val R2: 0.7627
Epoch [27/50], Train Loss: 0.0163, Val Loss: 0.0164, Val R2: 0.7632
Epoch [28/50], Train Loss: 0.0164, Val Loss: 0.0164, Val R2: 0.7630
Epoch [29/50], Train Loss: 0.0163, Val Loss: 0.0164, Val R2: 0.7632
Epoch [30/50], Train Loss: 0.0163, Val Loss: 0.0164, Val R2: 0.7632
Epoch [31/50], Train Loss: 0.0162, Val Loss: 0.0164, Val R2: 0.7632
Epoch [32/50], Train Loss: 0.0163, Val Loss: 0.0164, Val R2: 0.7632
Epoch [33/50], Train Loss: 0.0163, Val Loss: 0.0164, Val R2: 0.7632
Epoch [34/50], Train Loss: 0.0163, Val Loss: 0.0164, Val R2: 0.7632
Epoch [35/50], Train Loss: 0.0163, Val Loss: 0.0164, Val R2: 0.7634
Epoch [36/50], Train Loss: 0.0163, Val Loss: 0.0164, Val R2: 0.7632
Epoch [37/50], Train Loss: 0.0163, Val Loss: 0.0164, Val R2: 0.7635
Epoch [38/50], Train Loss: 0.0163, Val Loss: 0.0164, Val R2: 0.7634
Epoch [39/50], Train Loss: 0.0162, Val Loss: 0.0164, Val R2: 0.7637
Epoch [40/50], Train Loss: 0.0163, Val Loss: 0.0163, Val R2: 0.7640
Epoch [41/50], Train Loss: 0.0162, Val Loss: 0.0163, Val R2: 0.7641
Epoch [42/50], Train Loss: 0.0162, Val Loss: 0.0163, Val R2: 0.7643
Epoch [43/50], Train Loss: 0.0162, Val Loss: 0.0163, Val R2: 0.7646
Epoch [44/50], Train Loss: 0.0161, Val Loss: 0.0163, Val R2: 0.7647
Epoch [45/50], Train Loss: 0.0162, Val Loss: 0.0163, Val R2: 0.7649
Epoch [46/50], Train Loss: 0.0161, Val Loss: 0.0163, Val R2: 0.7651
Epoch [47/50], Train Loss: 0.0161, Val Loss: 0.0163, Val R2: 0.7650
Epoch [48/50], Train Loss: 0.0160, Val Loss: 0.0162, Val R2: 0.7652
Epoch [49/50], Train Loss: 0.0161, Val Loss: 0.0162, Val R2: 0.7652
Epoch [50/50], Train Loss: 0.0161, Val Loss: 0.0162, Val R2: 0.7653
